83
83
88
94
97
94
93
94
100
102
101
99
97
95
98
101
94
90
86
85
97
93
93
84
77
77
81
81
84
84
81
91
89
100
93
26
28
51
32
37
23
24
88
97
100
94
109
28
51
32
37
23
24
88
97
100
94
109
28
51
32
37
23
24
88
97
100
94
109
28
51
32
37
23
24
88
97
100
94
